Year,Fips,Area,AgeGroup,Tot,TotM,TotF,AngT,AngM,AngF,BlkT,BlkM,BlkF,HispT,HispM,HispF,OthT,OthM,OthF
1999,0,TEXAS, 21+,13282472,6481679,6800793,8230690,3995173,4235517,1461254,696962,764292,3259675,1626656,1633019,330853,162888,167965
1999,0,TEXAS, 65+,2006768,827223,1179545,1481673,615229,866444,167662,62983,104679,330897,137656,193241,26536,11355,15181
1999,0,TEXAS, ALL,20044141,9941407,10102734,11487818,5666427,5821391,2312046,1130469,1181577,5735425,2889776,2845649,508852,254735,254117
2000,0,TEXAS,  00,330770,169077,161693,129702,66683,63019,40315,20399,19916,150359,76610,73749,10394,5385,5009
2000,0,TEXAS,  01,325393,166153,159240,130504,66867,63637,40632,20710,19922,144077,73456,70621,10180,5120,5060
2000,0,TEXAS,  02,321275,164562,156713,129298,66586,62712,40743,20645,20098,140967,72197,68770,10267,5134,5133
2000,0,TEXAS,  03,321979,164457,157522,131469,67433,64036,40527,20413,20114,139470,71319,68151,10513,5292,5221
2000,0,TEXAS,  04,325211,166496,158715,133820,68617,65203,41591,21279,20312,139411,71292,68119,10389,5308,5081
2000,0,TEXAS,  05,323669,165607,158062,134137,68789,65348,41940,21340,20600,137612,70381,67231,9980,5097,4883
2000,0,TEXAS,  06,327755,167251,160504,136805,70212,66593,43511,22089,21422,137391,69823,67568,10048,5127,4921
2000,0,TEXAS,  07,332544,169729,162815,139458,71458,68000,45202,22909,22293,137913,70290,67623,9971,5072,4899
2000,0,TEXAS,  08,334736,171051,163685,144005,74140,69865,44925,22744,22181,136037,69150,66887,9769,5017,4752
2000,0,TEXAS,  09,335480,171321,164159,146798,75319,71479,45538,22996,22542,133519,68051,65468,9625,4955,4670
2000,0,TEXAS,  10,335067,171516,163551,149513,76801,72712,45844,23319,22525,130074,66424,63650,9636,4972,4664
2000,0,TEXAS,  11,324729,166177,158552,147280,75673,71607,43812,22397,21415,123739,63021,60718,9898,5086,4812
2000,0,TEXAS,  12,324495,165866,158629,148464,76264,72200,43303,21786,21517,123045,62935,60110,9683,4881,4802
2000,0,TEXAS,  13,322343,164768,157575,148794,76153,72641,42548,21648,20900,121605,62145,59460,9396,4822,4574
2000,0,TEXAS,  14,324558,166199,158359,151833,77811,74022,42563,21618,20945,120633,61918,58715,9529,4852,4677
2000,0,TEXAS,  15,323719,165762,157957,151054,77425,73629,41993,21415,20578,120933,61874,59059,9739,5048,4691
2000,0,TEXAS,  16,321759,166153,155606,148833,76383,72450,41261,21090,20171,121777,63607,58170,9888,5073,4815
2000,0,TEXAS,  17,331277,172588,158689,150786,77664,73122,42119,21705,20414,128203,67896,60307,10169,5323,4846
2000,0,TEXAS,  18,328769,171473,157296,148302,76271,72031,41664,21357,20307,128445,68576,59869,10358,5269,5089
2000,0,TEXAS,  19,330708,171486,159222,148868,75938,72930,42180,21184,20996,129037,68852,60185,10623,5512,5111
2000,0,TEXAS,  20,323645,167509,156136,143599,73009,70590,41199,20716,20483,128184,68263,59921,10663,5521,5142
2000,0,TEXAS,  21,305288,157886,147402,134403,67924,66479,38326,18970,19356,121886,65398,56488,10673,5594,5079
2000,0,TEXAS,00-04,1624628,830745,793883,654793,336186,318607,203808,103446,100362,714284,364874,349410,51743,26239,25504
2000,0,TEXAS,05-09,1654184,844959,809225,701203,359918,341285,221116,112078,109038,682472,347695,334777,49393,25268,24125
2000,0,TEXAS,10-14,1631192,834526,796666,745884,382702,363182,218070,110768,107302,619096,316443,302653,48142,24613,23529
2000,0,TEXAS,15-19,1636232,847462,788770,747843,383681,364162,209217,106751,102466,628395,330805,297590,50777,26225,24552
2000,0,TEXAS,20-24,1539404,794799,744605,674192,340702,333490,186757,92225,94532,622799,333078,289721,55656,28794,26862
2000,0,TEXAS,25-29,1591522,810965,780557,717738,361960,355778,188984,91620,97364,614526,322103,292423,70274,35282,34992
2000,0,TEXAS,30-34,1570561,798051,772510,760196,383922,376274,188719,90892,97827,554326,289571,264755,67320,33666,33654
2000,0,TEXAS,35-39,1688883,849270,839613,906291,453218,453073,205184,97802,107382,514557,266856,247701,62851,31394,31457
2000,0,TEXAS,40-44,1633355,819334,814021,945297,474752,470545,194800,94070,100730,435336,222852,212484,57922,27660,30262
2000,0,TEXAS,45-49,1416178,702056,714122,861965,430239,431726,160155,76363,83792,343159,171521,171638,50899,23933,26966
2000,0,TEXAS,50-54,1194959,587762,607197,766384,381246,385138,120116,56491,63625,267332,130661,136671,41127,19364,21763
2000,0,TEXAS,55-59,896521,436105,460416,601565,296783,304782,83446,38344,45102,184459,87705,96754,27051,13273,13778
2000,0,TEXAS,60-64,701669,334695,366974,475335,230893,244442,65226,29184,36042,142289,65624,76665,18819,8994,9825
2000,0,TEXAS,65-69,610432,283517,326915,423444,200548,222896,55834,24136,31698,117758,52731,65027,13396,6102,7294
2000,0,TEXAS,70-74,532176,234965,297211,381509,171588,209921,45228,18150,27078,96070,41255,54815,9369,3972,5397
2000,0,TEXAS,75-79,424034,175337,248697,317722,131831,185891,33035,12720,20315,67509,28346,39163,5768,2440,3328
2000,0,TEXAS,80-84,267950,100142,167808,209056,78082,130974,20923,7154,13769,34896,13676,21220,3075,1230,1845
2000,0,TEXAS, 85+,237940,68220,169720,184299,51141,133158,21035,5867,15168,30403,10412,19991,2203,800,1403
2000,0,TEXAS,15-44,9659957,4919881,4740076,4751557,2398235,2353322,1173661,573360,600301,3369939,1765265,1604674,364800,183021,181779
2000,0,TEXAS,15-49,11076135,5621937,5454198,5613522,2828474,2785048,1333816,649723,684093,3713098,1936786,1776312,415699,206954,208745
2000,0,TEXAS, 18+,14965061,7338177,7626884,8522163,4139114,4383049,1653286,777559,875727,4282901,2173819,2109082,506711,247685,259026
2000,0,TEXAS, 21+,13981939,6827709,7154230,8081394,3913896,4167498,1528243,714302,813941,3897235,1968128,1929107,475067,231383,243684
2000,0,TEXAS, 65+,2072532,862181,1210351,1516030,633190,882840,176055,68027,108028,346636,146420,200216,33811,14544,19267
2000,0,TEXAS, ALL,20851820,10352910,10498910,11074716,5449392,5625324,2421653,1168061,1253592,6669666,3396208,3273458,685785,339249,346536
2003,0,Texas,00,369692,188434,181258,137668,70204,67464,40451,20586,19865,177867,90631,87236,13706,7013,6693
2003,0,Texas,01,363326,185191,178135,138329,70499,67830,40176,20470,19706,171689,87513,84176,13132,6709,6423
2003,0,Texas,02,355776,181365,174411,138833,70768,68065,39772,20276,19496,164557,83889,80668,12614,6432,6182
2003,0,Texas,03,334666,170959,163707,131346,67378,63968,40257,20414,19843,152196,77555,74641,10867,5612,5255
2003,0,Texas,04,324892,165959,158933,129461,66386,63075,40911,20825,20086,144222,73537,70685,10298,5211,5087
2003,0,Texas,05,321305,164436,156869,128871,66271,62600,41196,20912,20284,140781,72031,68750,10457,5222,5235
2003,0,Texas,06,321803,164494,157309,130265,66877,63388,41124,20773,20351,139559,71402,68157,10855,5442,5413
2003,0,Texas,07,325489,166547,158942,132629,68009,64620,41825,21328,20497,140072,71645,68427,10963,5565,5398
2003,0,Texas,08,326550,167107,159443,133551,68487,65064,42352,21591,20761,139845,71510,68335,10802,5519,5283
2003,0,Texas,09,330862,168960,161902,135660,69616,66044,43649,22161,21488,140594,71600,68994,10959,5583,5376
2003,0,Texas,10,338420,172769,165651,138564,71016,67548,45573,23106,22467,143159,72986,70173,11124,5661,5463
2003,0,Texas,11,344510,176069,168441,143025,73539,69486,46197,23420,22777,144160,73404,70756,11128,5706,5422
2003,0,Texas,12,348338,177936,170402,146804,75358,71446,46942,23734,23208,143491,73137,70354,11101,5707,5394
2003,0,Texas,13,348868,178429,170439,149843,76926,72917,47369,24087,23282,140546,71686,68860,11110,5730,5380
2003,0,Texas,14,340848,174388,166460,148943,76501,72442,45910,23449,22461,134684,68624,66060,11311,5814,5497
2003,0,Texas,15,337909,172831,165078,149200,76628,72572,44961,22758,22203,132587,67793,64794,11161,5652,5509
2003,0,Texas,16,336808,172559,164249,149875,76815,73060,44379,22585,21794,131637,67580,64057,10917,5579,5338
2003,0,Texas,17,338693,174075,164618,151875,77808,74067,44202,22571,21631,131643,68098,63545,10973,5598,5375
2003,0,Texas,18,343661,177027,166634,154490,79046,75444,44253,22691,21562,133625,69460,64165,11293,5830,5463
2003,0,Texas,19,344549,178896,165653,153773,78865,74908,43358,22201,21157,135800,71834,63966,11618,5996,5622
2003,0,Texas,20,346434,181594,164840,150477,77483,72994,43288,22299,20989,140973,75739,65234,11696,6073,5623
2003,0,Texas,21,344615,181028,163587,147304,75742,71562,42580,21729,20851,142879,77452,65427,11852,6105,5747
2003,0,Texas,00-04,1748352,891908,856444,675637,345235,330402,201567,102571,98996,810531,413125,397406,60617,30977,29640
2003,0,Texas,05-09,1626009,831544,794465,660976,339260,321716,210146,106765,103381,700851,358188,342663,54036,27331,26705
2003,0,Texas,10-14,1720984,879591,841393,727179,373340,353839,231991,117796,114195,706040,359837,346203,55774,28618,27156
2003,0,Texas,15-19,1701620,875388,826232,759213,389162,370051,221153,112806,108347,665292,344765,320527,55962,28655,27307
2003,0,Texas,20-24,1700072,888807,811265,720428,368086,352342,209523,105672,103851,710150,383974,326176,59971,31075,28896
2003,0,Texas,25-29,1619382,834770,784612,667827,335468,332359,180762,87920,92842,701167,375782,325385,69626,35600,34026
2003,0,Texas,30-34,1700966,864753,836213,763070,384613,378457,194765,93415,101350,660407,345411,314996,82724,41314,41410
2003,0,Texas,35-39,1637967,828247,809720,791325,397844,393481,197582,94217,103365,574885,299053,275832,74175,37133,37042
2003,0,Texas,40-44,1714996,861738,853258,932264,466895,465369,205136,98435,106701,507998,262353,245645,69598,34055,35543
2003,0,Texas,45-49,1574996,784761,790235,918370,458591,459779,183233,88328,94905,410820,208087,202733,62573,29755,32818
2003,0,Texas,50-54,1329627,654232,675395,811501,402870,408631,145362,68776,76586,319311,157642,161669,53453,24944,28509
2003,0,Texas,55-59,1073938,524495,549443,698224,345287,352937,100688,46716,53972,236675,114173,122502,38351,18319,20032
2003,0,Texas,60-64,795645,382394,413251,533938,260475,273463,72940,33251,39689,162780,76026,86754,25987,12642,13345
2003,0,Texas,65-69,640039,299442,340597,431940,205978,225962,58409,25588,32821,131363,59221,72142,18327,8655,9672
2003,0,Texas,70-74,543751,244682,299069,379348,174409,204939,47056,19341,27715,104243,45189,59054,13104,5743,7361
2003,0,Texas,75-79,437130,183494,253636,317852,135328,182524,34517,13112,21405,76849,31830,45019,7912,3224,4688
2003,0,Texas,80-84,303777,117711,186066,230812,89481,141331,22620,8062,14558,45974,18368,27606,4371,1800,2571
2003,0,Texas,85+,249258,75886,173372,193396,57743,135653,20567,5764,14803,32117,11213,20904,3178,1166,2012
2003,0,Texas,15-44,10075003,5153703,4921300,4634127,2342068,2292059,1208921,592465,616456,3819899,2011338,1808561,412056,207832,204224
2003,0,Texas,15-49,11649999,5938464,5711535,5552497,2800659,2751838,1392154,680793,711361,4230719,2219425,2011294,474629,237587,237042
2003,0,Texas,18+,16009754,7901335,8108419,8698558,4240979,4457579,1760771,833489,927282,4944164,2529616,2414548,606261,297251,309010
2003,0,Texas,21+,14975110,7363818,7611292,8239818,4005585,4234233,1629872,766298,863574,4533766,2312583,2221183,571654,279352,292302
2003,0,Texas,65+,2173955,921215,1252740,1553348,662939,890409,183169,71867,111302,390546,165821,224725,46892,20588,26304
2003,0,Texas,ALL,22118509,11023843,11094666,11213300,5530065,5683235,2538017,1228535,1309482,7557453,3864237,3693216,809739,401006,408733
2004,0,Texas,00,375385,191467,183918,136545,69723,66822,40847,20771,20076,183899,93766,90133,14094,7207,6887
2004,0,Texas,01,369141,188139,181002,137244,69945,67299,40489,20633,19856,177868,90661,87207,13540,6900,6640
2004,0,Texas,02,361398,184203,177195,137589,70125,67464,40083,20429,19654,170659,86985,83674,13067,6664,6403
2004,0,Texas,03,353998,180408,173590,138124,70384,67740,39718,20235,19483,163616,83394,80222,12540,6395,6145
2004,0,Texas,04,333428,170335,163093,130705,67041,63664,40333,20469,19864,151459,77194,74265,10931,5631,5300
2004,0,Texas,05,324007,165530,158477,128867,66091,62776,40947,20859,20088,143808,73324,70484,10385,5256,5129
2004,0,Texas,06,320763,164129,156634,128297,65966,62331,41196,20921,20275,140648,71948,68700,10622,5294,5328
2004,0,Texas,07,321793,164503,157290,129701,66582,63119,41169,20803,20366,139844,71566,68278,11079,5552,5527
2004,0,Texas,08,326010,166785,159225,132093,67719,64374,41857,21333,20524,140817,72020,68797,11243,5713,5530
2004,0,Texas,09,327665,167663,160002,133022,68208,64814,42385,21600,20785,141079,72156,68923,11179,5699,5480
2004,0,Texas,10,333994,170607,163387,135356,69443,65913,43962,22332,21630,143261,73013,70248,11415,5819,5596
2004,0,Texas,11,342439,174840,167599,138434,70945,67489,45956,23335,22621,146434,74651,71783,11615,5909,5706
2004,0,Texas,12,348729,178173,170556,143028,73526,69502,46596,23611,22985,147478,75084,72394,11627,5952,5675
2004,0,Texas,13,352652,180154,172498,146847,75381,71466,47390,23996,23394,146825,74804,72021,11590,5973,5617
2004,0,Texas,14,352611,180309,172302,149767,76869,72898,47782,24309,23473,143435,73147,70288,11627,5984,5643
2004,0,Texas,15,344783,176471,168312,148856,76455,72401,46273,23652,22621,137848,70314,67534,11806,6050,5756
2004,0,Texas,16,342521,175468,167053,149318,76731,72587,45468,23046,22422,136075,69774,66301,11660,5917,5743
2004,0,Texas,17,341307,175232,166075,149489,76581,72908,44799,22855,21944,135600,69969,65631,11419,5827,5592
2004,0,Texas,18,347644,179009,168635,154230,78881,75349,45089,23075,22014,136736,71128,65608,11589,5925,5664
2004,0,Texas,19,349887,180671,169216,155426,79624,75802,44414,22689,21725,138135,72209,65926,11912,6149,5763
2004,0,Texas,20,344452,179528,164924,149166,76606,72560,43202,22144,21058,140154,74639,65515,11930,6139,5791
2004,0,Texas,21,350188,183902,166286,148712,76470,72242,43182,22121,21061,146167,78991,67176,12127,6320,5807
2004,0,Texas,00-04,1793350,914552,878798,680207,347218,332989,201470,102537,98933,847501,432000,415501,64172,32797,31375
2004,0,Texas,05-09,1620238,828610,791628,651980,334566,317414,207554,105516,102038,706196,361014,345182,54508,27514,26994
2004,0,Texas,10-14,1730425,884083,846342,713432,366164,347268,231686,117583,114103,727433,370699,356734,57874,29637,28237
2004,0,Texas,15-19,1726142,886851,839291,757319,388272,369047,226043,115317,110726,684394,353394,331000,58386,29868,28518
2004,0,Texas,20-24,1738031,910275,827756,730027,373892,356135,213394,108190,105204,732863,396275,336588,61747,31918,29829
2004,0,Texas,25-29,1650697,854155,796542,669062,335829,333233,183488,89583,93905,728756,393073,335683,69391,35670,33721
2004,0,Texas,30-34,1715637,873654,841983,742446,373975,368471,193465,92779,100686,694174,364140,330034,85552,42760,42792
2004,0,Texas,35-39,1638488,830156,808332,768480,387388,381092,194562,92975,101587,596809,310460,286349,78637,39333,39304
2004,0,Texas,40-44,1727138,867786,859352,915150,457538,457612,206151,98628,107523,531651,274945,256706,74186,36675,37511
2004,0,Texas,45-49,1610732,804421,806311,923779,462019,461760,188789,91128,97661,431713,219656,212057,66451,31618,34833
2004,0,Texas,50-54,1371527,675355,696172,827448,410564,416884,151408,71902,79506,335994,166379,169615,56677,26510,30167
2004,0,Texas,55-59,1126240,550038,576202,720745,356126,364619,108483,50538,57945,253972,123015,130957,43040,20359,22681
2004,0,Texas,60-64,835039,401849,433190,557286,272278,285008,75966,34541,41425,173111,81064,92047,28676,13966,14710
2004,0,Texas,65-69,653403,306546,346857,438644,209642,229002,59168,26053,33115,135307,61225,74082,20284,9626,10658
2004,0,Texas,70-74,546304,246972,299332,377590,174205,203385,47686,19855,27831,106746,46565,60181,14282,6347,7935
2004,0,Texas,75-79,439751,186058,253693,316510,136311,180199,34931,13250,21681,79507,32870,46637,8803,3627,5176
2004,0,Texas,80-84,312499,121714,190785,235251,91740,143511,22935,8205,14730,49398,19761,29637,4915,2008,2907
2004,0,Texas,85+,254381,78893,175488,197038,60126,136912,20662,5851,14811,33173,11640,21533,3508,1276,2232
2004,0,Texas,15-44,10196133,5222877,4973256,4582484,2316894,2265590,1217103,597472,619631,3968647,2092287,1876360,427899,216224,211675
2004,0,Texas,15-49,11806865,6027298,5779567,5506263,2778913,2727350,1405892,688600,717292,4400360,2311943,2088417,494350,247842,246508
2004,0,Texas,18+,16317398,8067552,8249846,8729112,4260138,4468974,1790591,849242,941349,5158045,2644405,2513640,639650,313767,325883
2004,0,Texas,21+,15275415,7528344,7747071,8270290,4025027,4245263,1657886,781334,876552,4743020,2426429,2316591,604219,295554,308665
2004,0,Texas,65+,2206338,940183,1266155,1565033,672024,893009,185382,73214,112168,404131,172061,232070,51792,22884,28908
2004,0,Texas,ALL,22490022,11221968,11268054,11222394,5537853,5684541,2567841,1244431,1323410,7848698,4018175,3830523,851089,421509,429580
2005,0,Texas,00,381367,194602,186765,136252,69657,66595,41331,20992,20339,189498,96647,92851,14286,7306,6980
2005,0,Texas,01,374972,191137,183835,136282,69458,66824,40866,20829,20037,183896,93745,90151,13928,7105,6823
2005,0,Texas,02,367062,187099,179963,136503,69576,66927,40406,20594,19812,176657,90046,86611,13496,6883,6613
2005,0,Texas,03,359462,183194,176268,136896,69757,67139,40027,20392,19635,169542,86413,83129,12997,6632,6365
2005,0,Texas,04,352468,179631,172837,137425,70015,67410,39806,20289,19517,162642,82908,79734,12595,6419,6176
2005,0,Texas,05,332347,169775,162572,130076,66725,63351,40378,20494,19884,150891,76905,73986,11002,5651,5351
2005,0,Texas,06,323297,165150,158147,128279,65780,62499,40953,20870,20083,143515,73173,70342,10550,5327,5223
2005,0,Texas,07,320634,164076,156558,127738,65672,62066,41246,20944,20302,140790,72036,68754,10860,5424,5436
2005,0,Texas,08,322189,164718,157471,129172,66320,62852,41174,20803,20371,140493,71902,68591,11350,5693,5657
2005,0,Texas,09,326990,167315,159675,131581,67467,64114,41890,21343,20547,141897,72593,69304,11622,5912,5710
2005,0,Texas,10,330670,169256,161414,132719,68056,64663,42701,21763,20938,143597,73500,70097,11653,5937,5716
2005,0,Texas,11,337962,172643,165319,135192,69349,65843,44390,22575,21815,146418,74621,71797,11962,6098,5864
2005,0,Texas,12,346603,176928,169675,138406,70927,67479,46380,23529,22851,149662,76276,73386,12155,6196,5959
2005,0,Texas,13,352974,180285,172689,143026,73500,69526,47046,23849,23197,150778,76731,74047,12124,6205,5919
2005,0,Texas,14,356442,182072,174370,146752,75312,71440,47806,24217,23589,149762,76312,73450,12122,6231,5891
2005,0,Texas,15,356511,182395,174116,149640,76811,72829,48148,24513,23635,146510,74785,71725,12213,6286,5927
2005,0,Texas,16,349322,179069,170253,148931,76541,72390,46759,23923,22836,141282,72276,69006,12350,6329,6021
2005,0,Texas,17,346905,178141,168764,148866,76474,72392,45896,23335,22561,139966,72151,67815,12177,6181,5996
2005,0,Texas,18,350128,180086,170042,151767,77596,74171,45686,23359,22327,140645,72996,67649,12030,6135,5895
2005,0,Texas,19,353637,182525,171112,155055,79405,75650,45218,23060,22158,141144,73807,67337,12220,6253,5967
2005,0,Texas,20,349431,181123,168308,150697,77306,73391,44212,22615,21597,142281,74897,67384,12241,6305,5936
2005,0,Texas,21,348163,181812,166351,147375,75574,71801,43072,21945,21127,145349,77906,67443,12367,6387,5980
2005,0,Texas,00-04,1835331,935663,899668,683358,348463,334895,202436,103096,99340,882235,449759,432476,67302,34345,32957
2005,0,Texas,05-09,1625457,831034,794423,646846,331964,314882,205641,104454,101187,717586,366609,350977,55384,28007,27377
2005,0,Texas,10-14,1724651,881184,843467,696095,357144,338951,228323,115933,112390,740217,377440,362777,60016,30667,29349
2005,0,Texas,15-19,1756503,902216,854287,754259,386827,367432,231707,118190,113517,709547,366015,343532,60990,31184,29806
2005,0,Texas,20-24,1761342,922553,838789,734104,376450,357654,215719,109658,106061,748139,403752,344387,63380,32693,30687
2005,0,Texas,25-29,1692734,878823,813911,676309,339704,336605,189182,92753,96429,757727,410475,347252,69516,35891,33625
2005,0,Texas,30-34,1719696,878275,841421,715770,360085,355685,189460,91060,98400,727134,383374,343760,87332,43756,43576
2005,0,Texas,35-39,1664646,844270,820376,763572,385707,377865,193570,92398,101172,623388,324211,299177,84116,41954,42162
2005,0,Texas,40-44,1721599,865224,856375,885005,442037,442968,205908,98236,107672,552181,285871,266310,78505,39080,39425
2005,0,Texas,45-49,1645981,823380,822601,926870,463749,463121,193461,93532,99929,455297,232551,222746,70353,33548,36805
2005,0,Texas,50-54,1417028,699348,717680,845852,419972,425880,157891,75302,82589,353240,175865,177375,60045,28209,31836
2005,0,Texas,55-59,1186287,579583,606704,748500,369924,378576,117343,54937,62406,272297,132101,140196,48147,22621,25526
2005,0,Texas,60-64,868765,418501,450264,573777,280480,293297,78979,36038,42941,184473,86731,97742,31536,15252,16284
2005,0,Texas,65-69,664908,312761,352147,443693,212446,231247,59992,26507,33485,138905,63198,75707,22318,10610,11708
2005,0,Texas,70-74,551494,250511,300983,377838,174985,202853,48378,20355,28023,109839,48200,61639,15439,6971,8468
2005,0,Texas,75-79,443660,189147,254513,316337,137600,178737,35319,13433,21886,82330,34138,48192,9674,3976,5698
2005,0,Texas,80-84,318039,124195,193844,237836,93332,144504,23107,8197,14910,51938,20614,31324,5158,2052,3106
2005,0,Texas,85+,261847,82779,179068,202229,63065,139164,21009,6054,14955,35136,12383,22753,3473,1277,2196
2005,0,Texas,15-44,10316520,5291361,5025159,4529019,2290810,2238209,1225546,602295,623251,4118116,2173698,1944418,443839,224558,219281
2005,0,Texas,15-49,11962501,6114741,5847760,5455889,2754559,2701330,1419007,695827,723180,4573413,2406249,2167164,514192,258106,256086
2005,0,Texas,18+,16621791,8231961,8389830,8754514,4276537,4477977,1820222,864879,955343,5373813,2760267,2613546,673242,330278,342964
2005,0,Texas,21+,15568595,7688227,7880368,8296995,4042230,4254765,1685106,795845,889261,4949743,2538567,2411176,636751,311585,325166
2005,0,Texas,65+,2239948,959393,1280555,1577933,681428,896505,187805,74546,113259,418148,178533,239615,56062,24886,31176
2005,0,Texas,ALL,22859968,11419447,11440521,11228250,5543934,5684316,2597425,1260133,1337292,8141609,4173287,3968322,892684,442093,450591
2006,0,Texas,00,388970,198432,190538,136842,69907,66935,43551,22133,21418,193779,98833,94946,14798,7559,7239
2006,0,Texas,01,384487,195955,188532,136323,69471,66852,43139,21974,21165,190688,97202,93486,14337,7308,7029
2006,0,Texas,02,377098,192202,184896,136687,69666,67021,42753,21789,20964,183720,93636,90084,13938,7111,6827
2006,0,Texas,03,369230,188172,181058,136925,69777,67148,42324,21566,20758,176490,89948,86542,13491,6881,6610
2006,0,Texas,04,362070,184570,177500,137355,69997,67358,42047,21447,20600,169528,86429,83099,13140,6697,6443
2006,0,Texas,05,355398,181132,174266,137943,70286,67657,41791,21305,20486,162932,83059,79873,12732,6482,6250
2006,0,Texas,06,335469,171357,164112,130544,66962,63582,42306,21490,20816,151403,77137,74266,11216,5768,5448
2006,0,Texas,07,326942,167026,159916,128756,66009,62747,42918,21882,21036,144435,73658,70777,10833,5477,5356
2006,0,Texas,08,324855,166249,158606,128231,65933,62298,43216,21948,21268,142205,72776,69429,11203,5592,5611
2006,0,Texas,09,327068,167201,159867,129683,66578,63105,43185,21817,21368,142382,72876,69506,11818,5930,5888
2006,0,Texas,10,333889,170899,162990,132310,67836,64474,44202,22547,21655,145211,74341,70870,12166,6175,5991
2006,0,Texas,11,338648,173324,165324,133626,68502,65124,45175,23058,22117,147582,75511,72071,12265,6253,6012
2006,0,Texas,12,346359,176910,169449,136236,69901,66335,47001,23885,23116,150577,76733,73844,12545,6391,6154
2006,0,Texas,13,355376,181344,174032,139533,71505,68028,49135,24933,24202,153950,78410,75540,12758,6496,6262
2006,0,Texas,14,361481,184646,176835,144106,74042,70064,49853,25292,24561,154771,78780,75991,12751,6532,6219
2006,0,Texas,15,365223,186601,178622,147858,75876,71982,50654,25661,24993,153947,78510,75437,12764,6554,6210
2006,0,Texas,16,365782,187434,178348,150944,77521,73423,51110,26058,25052,150927,77261,73666,12801,6594,6207
2006,0,Texas,17,358369,184100,174269,149721,76914,72807,49529,25386,24143,146165,75154,71011,12954,6646,6308
2006,0,Texas,18,360300,185282,175018,152415,78142,74273,48990,24924,24066,145992,75673,70319,12903,6543,6360
2006,0,Texas,19,360635,185917,174718,153940,78816,75124,47916,24391,23525,146014,76177,69837,12765,6533,6232
2006,0,Texas,20,357648,185198,172450,151752,77805,73947,47047,23976,23071,146192,76948,69244,12657,6469,6188
2006,0,Texas,21,357521,185654,171867,150352,77042,73310,46063,23395,22668,148293,78585,69708,12813,6632,6181
2006,0,Texas,00-04,1881855,959331,922524,684132,348818,335314,213814,108909,104905,914205,466048,448157,69704,35556,34148
2006,0,Texas,05-09,1669732,852965,816767,655157,335768,319389,213416,108442,104974,743357,379506,363851,57802,29249,28553
2006,0,Texas,10-14,1735753,887123,848630,685811,351786,334025,235366,119715,115651,752091,383775,368316,62485,31847,30638
2006,0,Texas,15-19,1810309,929334,880975,754878,387269,367609,248199,126420,121779,743045,382775,360270,64187,32870,31317
2006,0,Texas,20-24,1800382,941828,858554,741913,380618,361295,227840,115866,111974,765187,411623,353564,65442,33721,31721
2006,0,Texas,25-29,1763853,918679,845174,695203,349784,345419,204765,100789,103976,793071,431435,361636,70814,36671,34143
2006,0,Texas,30-34,1741540,892871,848669,695236,349620,345616,193624,93013,100611,764126,405680,358446,88554,44558,43996
2006,0,Texas,35-39,1731404,877249,854155,776919,392556,384363,204669,97186,107483,659231,342379,316852,90585,45128,45457
2006,0,Texas,40-44,1725534,868202,857332,854628,427026,427602,213299,101642,111657,574174,297829,276345,83433,41705,41728
2006,0,Texas,45-49,1697586,849504,848082,935523,467894,467629,206664,99694,106970,480662,246103,234559,74737,35813,38924
2006,0,Texas,50-54,1482275,732711,749564,871735,432894,438841,172066,82394,89672,374026,186986,187040,64448,30437,34011
2006,0,Texas,55-59,1252793,611874,640919,777111,383797,393314,131664,61730,69934,290529,141362,149167,53489,24985,28504
2006,0,Texas,60-64,915371,441833,473538,595966,291842,304124,85686,39215,46471,198653,93889,104764,35066,16887,18179
2006,0,Texas,65-69,689632,325153,364479,456691,218893,237798,64037,28418,35619,144078,65902,78176,24826,11940,12886
2006,0,Texas,70-74,561735,255755,305980,379784,176324,203460,51054,21572,29482,113746,50031,63715,17151,7828,9323
2006,0,Texas,75-79,450190,193596,256594,317435,139534,177901,36710,14093,22617,84984,35334,49650,11061,4635,6426
2006,0,Texas,80-84,324146,127203,196943,239329,94672,144657,24356,8577,15779,54481,21589,32892,5980,2365,3615
2006,0,Texas,85+,273693,88005,185688,209921,66689,143232,21954,6424,15530,37458,13301,24157,4360,1591,2769
2006,0,Texas,15-44,10573022,5428163,5144859,4518777,2286873,2231904,1292396,634916,657480,4298834,2271721,2027113,463015,234653,228362
2006,0,Texas,15-49,12270608,6277667,5992941,5454300,2754767,2699533,1499060,734610,764450,4779496,2517824,2261672,537752,270466,267286
2006,0,Texas,18+,17131069,8495662,8635407,8853749,4329101,4524648,1935294,919928,1015366,5626412,2895293,2731119,715614,351340,364274
2006,0,Texas,21+,16052486,7939265,8113221,8395642,4094338,4301304,1791341,846637,944704,5188214,2666495,2521719,677289,331795,345494
2006,0,Texas,65+,2299396,989712,1309684,1603160,696112,907048,198111,79084,119027,434747,186157,248590,63378,28359,35019
2006,0,Texas,ALL,23507783,11753216,11754567,11327372,5595784,5731588,2749183,1334099,1415084,8487104,4355547,4131557,944124,467786,476338
2001,--,Texas,' 00',357868,182542,175326,139804,71332,68472,39662,20210,19452,165682,84475,81207,12720,6525,6195
2001,--,Texas,' 01',336715,171981,164734,132344,67890,64454,40167,20360,19807,153258,78090,75168,10946,5641,5305
